DATE,url,HN,HNE,HE,HSE,HS,HSW,HW,HNW,MN,MNE,ME,MSE,MS,MSW,MW,MNW,LN,LNE,LE,LSE,LS,LSW,LW,LNW,high,mid,low,problem_1_type,likelihood_1,size_1,HN1,HNE1,HE1,HSE1,HS1,HSW1,HW1,HNW1,MN1,MNE1,ME1,MSE1,MS1,MSW1,MW1,MNW1,LN1,LNE1,LE1,LSE1,LS1,LSW1,LW1,LNW1,high1,mid1,low1,problem_2_type,likelihood_2,size_2,HN2,HNE2,HE2,HSE2,HS2,HSW2,HW2,HNW2,MN2,MNE2,ME2,MSE2,MS2,MSW2,MW2,MNW2,LN2,LNE2,LE2,LSE2,LS2,LSW2,LW2,LNW2,high2,mid2,low2,problem_3_type,likelihood_3,size_3,HN3,HNE3,HE3,HSE3,HS3,HSW3,HW3,HNW3,MN3,MNE3,ME3,MSE3,MS3,MSW3,MW3,MNW3,LN3,LNE3,LE3,LSE3,LS3,LSW3,LW3,LNW3,high3,mid3,low3,ALTA_Station,ALTA_Latitude,ALTA_Longitude,ALTA_Elevation,ALTA_Name,ALTA_Precip_(tenths_mm),ALTA_Snowfall_(mm),ALTA_Snow_Depth_(mm),ALTA_Max_Temp_(tenths_C),ALTA_Min_Temp_(tenths_C),ALTA_Multiday_Prec_Days,ALTA_Multiday_Snowfall_Days,ALTA_Multiday_Prec_Days_(tenths_mm),ALTA_Multiday_Snowfall,ALTA_Temp_at_Observation_(tenths_C),ALTA_Fog_Ice_Fog,ALTA_Heavy_Fog_Freezing_Fog,ALTA_Ice_Pellets_Sleet,ALTA_Hail,ALTA_Glaze_Rime,ALTA_Weather_Type_07,ALTA_Smoke_Haze,ALTA_Blowing_Drifting_Snow,ALTA_High_Winds,ALTA_Snow_Pellets_Ice_Crystals,BRIGHTON_Station,BRIGHTON_Latitude,BRIGHTON_Longitude,BRIGHTON_Elevation,BRIGHTON_Name,BRIGHTON_Precip_(tenths_mm),BRIGHTON_Snow_Depth_(mm),BRIGHTON_Max_Temp_(tenths_C),BRIGHTON_Min_Temp_(tenths_C),BRIGHTON_Avg_Daily_Temp_(tenths_C),BRIGHTON_Temp_at_Observation_(tenths_C),BRIGHTON_Snow_on_Ground_(tenths_mm),THAYNES_Station,THAYNES_Latitude,THAYNES_Longitude,THAYNES_Elevation,THAYNES_Name,THAYNES_Precip_(tenths_mm),THAYNES_Snow_Depth_(mm),THAYNES_Max_Temp_(tenths_C),THAYNES_Min_Temp_(tenths_C),THAYNES_Avg_Daily_Temp_(tenths_C),THAYNES_Temp_at_Observation_(tenths_C),THAYNES_Snow_on_Ground_(tenths_mm),PARLEY_SUMMIT_Station,PARLEY_SUMMIT_Latitude,PARLEY_SUMMIT_Longitude,PARLEY_SUMMIT_Elevation,PARLEY_SUMMIT_Name,PARLEY_SUMMIT_Precip_(tenths_mm),PARLEY_SUMMIT_Snow_Depth_(mm),PARLEY_SUMMIT_Max_Temp_(tenths_C),PARLEY_SUMMIT_Min_Temp_(tenths_C),PARLEY_SUMMIT_Avg_Daily_Temp_(tenths_C),PARLEY_SUMMIT_Temp_at_Observation_(tenths_C),PARLEY_SUMMIT_Snow_on_Ground_(tenths_mm)
2019-04-01,https://utahavalanchecenter.org/forecast/salt-lake/4/1/2019,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,1.625,1.625,2.0,Wet Snow,2.0,2.0,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,blue,blue,blue,blue,blue,gray,blue,blue,blue,blue,blue,blue,blue,blue,0.625,0.625,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,gray,gray,gray,gray,gray,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2921.0,28.0,-78.0,,,,,22.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1981.0,56.0,-69.0,-8.0,-8.0,8204.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2083.0,75.0,-42.0,1.0,4.0,7671.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1245.0,83.0,-19.0,31.0,21.0,5385.0
2019-04-02,https://utahavalanchecenter.org/forecast/salt-lake/4/2/2019,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,1.0,1.0,1.0,Normal Caution,1.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,gray,gray,gray,gray,gray,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2870.0,28.0,-28.0,,,,,6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,2083.0,49.0,-9.0,20.0,11.0,8280.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,2184.0,55.0,-6.0,13.0,-2.0,7772.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,1219.0,98.0,5.0,28.0,17.0,5359.0
2019-04-03,https://utahavalanchecenter.org/forecast/salt-lake/4/3/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,New Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Wet Snow,2.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",76.0,86.0,2946.0,28.0,-11.0,,,,,11.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,2007.0,61.0,-22.0,9.0,-12.0,8331.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",51.0,2083.0,65.0,-6.0,14.0,4.0,7823.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,1168.0,71.0,12.0,24.0,22.0,5334.0
2019-04-04,https://utahavalanchecenter.org/forecast/salt-lake/4/4/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Wet Snow,3.0,2.0,gray,gray,blue,blue,blue,blue,blue,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.625,1.0,1.0,Normal Caution,1.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2743.0,117.0,-33.0,,,,,56.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1981.0,85.0,-25.0,34.0,37.0,8331.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2032.0,93.0,0.0,37.0,25.0,7823.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1143.0,121.0,9.0,62.0,47.0,5232.0
2019-04-05,https://utahavalanchecenter.org/forecast/salt-lake/4/5/2019,green,green,yellow,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,1.625,2.0,2.0,Wet Snow,2.0,2.0,gray,gray,blue,blue,blue,blue,blue,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.625,1.0,1.0,Normal Caution,1.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2692.0,61.0,11.0,,,,,28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,1956.0,84.0,14.0,37.0,19.0,8306.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2007.0,93.0,5.0,31.0,9.0,7772.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1118.0,122.0,23.0,64.0,22.0,5105.0
2019-04-06,https://utahavalanchecenter.org/forecast/salt-lake/4/6/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Wet Snow,2.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,Wind Drifted Snow,2.0,1.0,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.625,0.0,0.0,Gliding Snow,0.0,0.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2667.0,28.0,-22.0,,,,,6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1930.0,61.0,-34.0,10.0,-31.0,8306.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,2007.0,71.0,-13.0,11.0,-2.0,7798.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,1092.0,73.0,2.0,27.0,8.0,5105.0
2019-04-07,https://utahavalanchecenter.org/forecast/salt-lake/4/7/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Wet Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Gliding Snow,1.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2642.0,72.0,-44.0,,,,,56.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1905.0,87.0,-35.0,30.0,34.0,8306.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1981.0,96.0,-14.0,37.0,48.0,7798.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1067.0,111.0,4.0,59.0,58.0,5055.0
2019-04-08,https://utahavalanchecenter.org/forecast/salt-lake/4/8/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Wet Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2591.0,106.0,17.0,,,,,89.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1880.0,122.0,8.0,69.0,92.0,8230.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1930.0,135.0,27.0,72.0,79.0,7722.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1041.0,141.0,39.0,90.0,81.0,5029.0
2019-04-09,https://utahavalanchecenter.org/forecast/salt-lake/4/9/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.625,2.0,Wet Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,New Snow,2.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",160.0,104.0,2692.0,89.0,-22.0,,,,,-22.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",102.0,2007.0,95.0,-41.0,32.0,-40.0,8382.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",127.0,2032.0,85.0,-52.0,24.0,-50.0,7823.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",203.0,1143.0,101.0,-21.0,37.0,-17.0,5156.0
2019-04-10,https://utahavalanchecenter.org/forecast/salt-lake/4/10/2019,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,3.0,2.0,New Snow,4.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Wet Snow,3.0,3.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",538.0,457.0,3150.0,-22.0,-67.0,,,,,-50.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",152.0,2159.0,-28.0,-48.0,-38.0,-37.0,8636.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,2083.0,-14.0,-58.0,-41.0,-47.0,7925.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",152.0,1270.0,0.0,-28.0,-15.0,-17.0,5334.0
2019-04-11,https://utahavalanchecenter.org/forecast/salt-lake/4/11/2019,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,3.0,2.0,Wind Drifted Snow,4.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wet Snow,2.0,2.0,gray,gray,gray,blue,blue,blue,blue,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.5,1.0,1.0,Gliding Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",231.0,185.0,3251.0,-44.0,-72.0,,,,,-56.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,2083.0,-5.0,-82.0,-44.0,-73.0,8661.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2032.0,26.0,-73.0,-42.0,-61.0,7925.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,1219.0,34.0,-39.0,-13.0,-32.0,5309.0
2019-04-12,https://utahavalanchecenter.org/forecast/salt-lake/4/12/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Normal Caution,1.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",84.0,142.0,3277.0,-22.0,-89.0,,,,,-44.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,2108.0,11.0,-92.0,-46.0,-88.0,8712.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,2108.0,42.0,-76.0,-43.0,-68.0,7976.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",127.0,1295.0,39.0,-41.0,-12.0,-38.0,5410.0
2019-04-13,https://utahavalanchecenter.org/forecast/salt-lake/4/13/2019,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,1.625,1.625,1.625,Wet Snow,2.0,2.0,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,blue,blue,blue,blue,blue,gray,0.625,0.625,0.625,Wind Drifted Snow,1.0,2.0,blue,blue,gray,gray,gray,gray,gray,blue,blue,blue,gray,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",97.0,104.0,3251.0,-11.0,-106.0,,,,,-17.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",76.0,2108.0,46.0,-94.0,-25.0,-18.0,8814.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,2057.0,68.0,-69.0,-14.0,0.0,8001.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,1295.0,59.0,-40.0,5.0,-7.0,5461.0
2019-04-14,https://utahavalanchecenter.org/forecast/salt-lake/4/14/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Wind Drifted Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.5,0.0,Wet Snow,1.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,3124.0,39.0,-61.0,,,,,39.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,2007.0,86.0,-26.0,30.0,23.0,8839.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",51.0,2032.0,87.0,-1.0,27.0,19.0,8026.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1270.0,85.0,-9.0,40.0,36.0,5385.0
2019-04-15,https://utahavalanchecenter.org/forecast/salt-lake/4/15/2019,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Wind Drifted Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.5,0.0,New Snow,2.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Wet Snow,2.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",127.0,43.0,3124.0,44.0,0.0,,,,,28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",102.0,2032.0,48.0,11.0,24.0,25.0,8941.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",152.0,2108.0,52.0,7.0,24.0,8.0,8153.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",152.0,1245.0,72.0,15.0,37.0,58.0,5359.0
2019-04-16,https://utahavalanchecenter.org/forecast/salt-lake/4/16/2019,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,3.0,2.0,Wind Drifted Snow,4.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.5,0.0,New Snow,4.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wet Snow,4.0,3.0,gray,gray,gray,gray,gray,gray,gray,gray,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,0.0,1.0,1.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",231.0,188.0,3302.0,33.0,-61.0,,,,,-6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",229.0,2235.0,34.0,-31.0,7.0,-26.0,9169.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",178.0,2235.0,36.0,-31.0,3.0,-27.0,8357.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",127.0,1346.0,58.0,-3.0,19.0,-1.0,5512.0
2019-04-17,https://utahavalanchecenter.org/forecast/salt-lake/4/17/2019,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,3.0,2.0,Wet Snow,4.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,Normal Caution,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,3175.0,28.0,-83.0,,,,,11.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,2032.0,55.0,-67.0,-3.0,16.0,9169.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2108.0,72.0,-58.0,0.0,-3.0,8331.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1245.0,76.0,-19.0,27.0,24.0,5410.0
2019-04-18,https://utahavalanchecenter.org/forecast/salt-lake/4/18/2019,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.625,2.0,Wet Snow,3.0,3.0,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.625,0.625,0.0,Wind Drifted Snow,2.0,2.0,blue,blue,gray,gray,gray,gray,gray,blue,blue,blue,gray,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2972.0,83.0,-83.0,,,,,78.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,1981.0,104.0,-21.0,32.0,-2.0,9068.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2032.0,129.0,-10.0,49.0,42.0,8280.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1194.0,119.0,5.0,69.0,60.0,5283.0
